,WordText,CategoryLabel
13725,Medicaid Provisions,383
13726,age 26,391
13727,Section 1903,390
13728,54-month,391
13729,36-month,391
13730,the American Academy of Pediatrics and,383
13731,American College,383
13732,Obstetricians,381
13733,between the ages of 12 and 21,391
13734,orAmerican Indian,381
13735,the first 18 months,391
13736,"later than October 1, 2024",391
13737,a)(85,380
13738,orantipsychotics,384
13739,section 1905(t)(3,390
13740,Fraud,384
13741,section 1927(g)(3)(D,390
13742,each fiscal year beginning with fiscal year 2020,391
13743,section 1860D–4(c)(5)(D)(ii)(II,390
13744,Section 1932,390
13745,42 U.S.C. 1396u–2,394
13746,"later than October 1, 2019",391
13747,section 438.3(s)(2,390
13748,section 483.3(s)(4,390
13749,section 483.3(s)(5,390
13750,"March 31, 2018",391
13751,1396r–8(g)in,397
13752,1)(A)—by,397
13753,section 1903(i)(10)(B)of,390
13754,1902(a)(54)by,397
13755,later than January 1,391
13756,"1993,by",397
13757,2)(B)—by,397
13758,1396w–4(c,397
13759,the first 8 fiscal year quarters,391
13760,2 fiscal year quarters,391
13761,treatmentmeans,381
13762,"October 1, 2025",391
13763,section 1902(a)(86,390
13764,center42,383
13765,1397jj(c)(9,397
13766,the Comptroller Generalbuy-and-billThe,9191306739292312949
13767,Medicaid State,9191306739292312949
13768,the end of the month,391
13769,1396b(m,397
13770,MAT,383
13771,the Transformed Medicaid Statistical Information System,383
13772,the Medicaid Statistical Information System,383
13773,1903(m)(8,397
13774,Medicare Provisions,383
13775,42 U.S.C. 1395m(m,394
13776,4)(C)(i,397
13777,4)(C)(ii,397
13778,the Centers for Medicare & Medicaid Services Program Management Account,383
13779,Section 1861(ww,390
13780,Section 1860D–4(e,390
13781,the National Council for Prescription Drug Programs SCRIPT Standard;a,383
13782,"January 1, 2021",391
13783,Section 1860D–4(c,390
13784,42 U.S.C. 1395w–104(c,391
13785,section 1861(jjj,390
13786,1395cc(e,397
13787,Section 1860D–4(c)(5)(C,390
13788,1395w–104(c)(5)(C,397
13789,"later than January 1, 2021",391
13790,Section 1860D–4(c)(5,390
13791,"later January 1, 2021",391
13792,Section 1862(o)(1,390
13793,Section 1857(f)(3,390
13794,Section 1862(o)(3,390
13795,42 U.S.C. 1395y(o,394
13796,section 1857(f)(3)(D,390
13797,section 1903(i)(2)(C,390
13798,Controlled Substance Provisions,383
13799,the Stop Counterfeit Drugs,383
13800,order;continue,383
13801,the Center for Drug Evaluation and Research,383
13802,301(eee,397
13803,21 U.S.C. 381,394
13804,section 306(b)(3)(D,390
13805,Stop Illicit Drug Importation,383
13806,the Stop Illicit Drug Importation,383
13807,U.S. Customs and Border Protection Cooperation,383
13808,the Secretary21 U.S.C. 80121 U.S.C. 95121 U.S.C. 30121 U.S.C.,9191306739292312949
13809,Secretary.by,381
13810,section 351 of,390
13811,Unused Narcotics,383
13812,the Securing Opioids and Unused Narcotics,383
13813,Packaging Act,380
13814,2018SOUND Disposal,388
13815,Section 505(o)(4,390
13816,355(o)(4,397
13817,section 8.2,390
13818,8.615,397
13819,8.655,397
13820,303(g)(2)(G,397
13821,21 U.S.C. 823(g)(2)(G,391
13822,the Drug Enforcement Administration,383
13823,303(g)(2)(G)(iii,397
13824,the Administrator of the Drug Enforcement Administration,383
13825,Food and Drugs,383
13826,the Safe Disposal of Unused Medication Act,390
13827,the Special Registration for Telemedicine Clarification Act,383
13828,311(h)(2,397
13829,21 U.S.C. 831(h)(2,394
13830,813,397
13831,the period of years,391
13832,the Using Data To Prevent Opioid Diversion,383
13833,the Automated Reports,383
13834,Consolidated Orders System,383
13835,Drug Enforcement Administration,383
13836,21 U.S.C. 827,394
13837,873,397
13838,the Automation of Reports and Consolidated Orders System,383
13839,Opioid Quota Reform,383
13840,DEA,383
13841,The Law Revision Counsel,388
13842,826,397
13843,the Preventing Drug Diversion Act,383
13844,21 U.S.C. 821,394
13845,Charge of the Division Office of the Drug Enforcement Administration,383
13846,section 1862(b)(7)(A,390
13847,section 1311(d)(4)(H,390
13848,section 1402(g)(1,390
13849,section 1411(b)(5)(A,390
13850,1139B,391
13851,1320b–9b,397
13852,Medicaid IMD Additional Info,383
13853,the Medicaid Institutes for Mental Disease Are Decisive in Delivering Inpatient Treatment for Individuals but Opportunities for Needed Access are Limited without Information Needed,383
13854,Facility Obligations,383
13855,"later than January 1, 2020",391
13856,CHIP Mental Health and Substance Use Disorder Parity,383
13857,the CHIP Mental Health and Substance Use Disorder Parity Act,383
13858,the Children’s Health Insurance Program,383
13859,Section 2103(c)(1,390
13860,1397cc(c)(1,391
13861,2103(c)(5)paragraphs,397
13862,Medicaid Reentry,383
13863,the Medicaid Reentry Act,383
13864,the National Association of Medicaid Directors,383
13865,Medicaid Partnership,383
13866,the Medicaid Providers Are Required To Note Experiences,383
13867,XVIII).Whether,380
13868,"later than October 1, 2023",391
13869,fiscal year 2019 or fiscal year 2020,391
13870,section 1944(b,391
13871,IMD CARE Act,390
13872,Appropriate and Responsible,383
13873,8 months,391
13874,less than 9 hours,392
13875,less than 6 hours,392
13876,9 hours,392
13877,20 hours,392
13878,at least 5 hours,392
13879,"Dimensions 1, 2",390
13880,16 hours,392
13881,Dimensions 1,390
13882,438.6(e,397
13883,3The,397
13884,Co-Occurring Conditions,383
13885,at least 21 years,391
13886,Medicaid Improvement Fund,383
13887,Medicaid Improvement Fund:,383
13888,1941(b)(1,397
13889,1861(ff)(3)(B,397
13890,section 1861(aa)(5,390
13891,section 1861(hh)(1,390
13892,the Abuse Deterrent Access Act,383
13893,Medicare Opioid Safety Education,383
13894,Section 1804,390
13895,Opioid Addiction Action Plan,383
13896,the Opioid Addiction Action Plan Act,383
13897,the Pain Management Best Practices Inter-Agency Task Force,383
13898,"later than June 1, 2020",391
13899,Advancing High Quality Treatment for Opioid Use Disorders,383
13900,the Advancing High Quality Treatment for Opioid Use Disorders,383
13901,139542,397
13902,e)(2)(A,383
13903,1861(aa)(4));a,397
13904,1861(aa)(2));a,397
13905,the Protecting Access,383
13906,section 1861(r)(1,390
13907,section 1866(j)(1);is,390
13908,B;is,383
13909,"more than 20,000",397
13910,a calendar month,391
13911,section 1841,390
13912,each of fiscal years 2021,391
13913,Responsible Education Achieves Care,383
13914,Healthy Outcomes,380
13915,the Responsible Education Achieves Care and,383
13916,1320c,391
13917,Outlier,380
13918,1395w–104(c)(4,397
13919,the Preventing Addiction for Susceptible Seniors Act,383
13920,Section 1860D–4(e)(2,390
13921,anda response,380
13922,the National Council for Prescription Drug Programs,383
13923,1128,391
13924,the Medicare Program Integrity Manual,383
13925,4.8,397
13926,the Federal regulations (,390
13927,1893,391
13928,1395w–104(c)(2)(A)(ii,397
13929,Section 1860D–4(c)(4,390
13930,National Provider Identifiers,383
13931,clause(iv)(I,383
13932,Expanding Oversight of,380
13933,the Expanding Oversight of Opioid Prescribing and Payment Act,383
13934,"later than March 15, 2019",391
13935,Todd Graham Pain Management,380
13936,1395l(i,397
13937,1395m(o,397
13938,section 1861(aa)(3,390
13939,1395l,391
13940,section 1861(aa)(1,390
13941,1395w–22(a)(3)(A)42 U.S.C.,391
13942,1395w–28(b)(6,397
13943,1861(ii)).Exploring,397
13944,Todd Graham,380
13945,Hospitals,384
13946,the Combating Opioid Abuse for Care in Hospitals Act,383
13947,1890A,391
13948,1395aaa–1,397
13949,section 1899,390
13950,section 1886(b)(3)(B)(viii,390
13951,"December 31, 2023",391
13952,the Secretary42 U.S.C. 1395c42 U.S.C.,384
13953,the Providing Reliable Options for Patients and Educational Resources Act,390
13954,Section 1860D–4(a)(1,390
13955,1395w–22,397
13956,1860D–4(c)(2)(B,397
13957,1395w–104(c)(2)(B,397
13958,the Hospital Consumer Assessment of Healthcare Providers,383
13959,HCAHPS,383
13960,Healthcare Providers,383
13961,1886(o)(2)(B,397
13962,1395ww(o)(2)(B,397
13963,1861(bb)(2)).A,391
13964,section 1861(gg)(2)).in,390
13965,1320a–7h,397
13966,National Provider,383
13967,1128G(c)(1)(C)(viii,397
13968,Chapter 35,390
13969,Public Health Provisions,383
13970,Indexing Narcotics,383
13971,Title XVII of,388
13972,National Drug Control Policy,383
13973,SecretaryCommittee,383
13974,disorder;at least two,397
13975,fewer than two,397
13976,section 7021,390
13977,the Centers for Medicare & Medicaid,383
13978,Housing and Urban Development;directors,383
13979,the SecretaryPublic Law 114–91an,390
13980,section 106(b)(2)(B)(ii);a,390
13981,section 106(b)(2)(B)(i,390
13982,5117aa,386
13983,no more than 1 year,397
13984,the years,391
13985,applicable;establish,381
13986,21 U.S.C. 30142,394
13987,21 U.S.C. 30142 U.S.C.,394
13988,7031,391
13989,Regional Centers of Excellence,383
13990,National Mental Health and Substance Use Policy Laboratory,383
13991,section 351 of this Act,390
13992,the Behavioral Risk Factor Surveillance System,383
13993,the Youth Risk Behavior Surveillance System,383
13994,The Office of Minority Health of the Department of Health and Human Services,383
13995,Planning and Evaluation of the Department of Health and Human Services,383
13996,The Office for Civil Rights of the Department of Education,383
13997,"later than September 30, 2023",391
13998,"2022$63,887,000",397
13999,Peer Support Communities of Recovery,383
14000,42 U.S.C. 280b42,394
14001,allow;in,383
14002,State;in,383
14003,the Synthetics Trafficking and,385
14004,Overdose Prevention Act,390
14005,13031(b)(9,397
14006,Inbound Express Mail,383
14007,Inbound EMS,383
14008,section 451,390
14009,524,397
14010,19 U.S.C. 1524Payments,394
14011,2071,391
14012,2).Notwithstanding,397
14013,andthe Committee on Ways and Means,383
14014,section 343(a)(5,390
14015,1);describing,397
14016,Postmaster General,380
14017,section 343(a)(3)(K,390
14018,section 8003(a)(1,390
14019,1436,391
14020,2002;is,397
14021,343(a)(3)(K)(vii)(I,397
14022,"2002,has",397
14023,section 436,390
14024,143619,391
14025,1584,391
14026,section 8002,391
14027,Opioid Addiction Recovery Fraud Prevention,383
14028,the Opioid Addiction Recovery Fraud Prevention Act,383
14029,the Federal Trade Commission,383
14030,1720F(j,391
14031,the Committees on Veterans’ Affairs,383
14032,section 1720F(j,390
14033,the Treating Barriers to Prosperity,385
14034,Chapter 145section 14509,390
14035,Appalachian,381
14036,years 2013,391
14037,2017.The,397
14038,670,397
14039,1315How States,384
14040,115–123,391
14041,Family Recovery and Reunification Program Replication Project: Section 435,383
14042,Family Recovery and Reunification Program Replication Project,383
14043,maltreatment);parental,383
14044,Section 471(e)(10,390
14045,42 U.S.C. 671(e)(10)Public,394
14046,50711,391
14047,42 U.S.C. 671(e)(4)(C)Public,394
14048,the Reauthorizing and Extending Grants for Recovery,9191306739292312949
14049,Section 1001(a)(27,390
14050,"330,000,000",394
14051,Fighting Opioid Abuse,380
14052,the Fighting Opioid Abuse,383
14053,section 20140,390
14054,Department of Transportation’s,383
14055,section 8103,390
14056,Transportation Workplace Drug,383
14057,Alcohol Testing Program,383
14058,the Mandatory Guidelines for Federal Workplace Drug Testing Programs,9191306739292312949
14059,Oral Fluid,383
14060,"May 15, 2015",391
14061,94,397
14062,Federal Drug Testing Custody and Control Forms,383
14063,Commercial Driver's,383
14064,License Drug,383
14065,Alcohol Clearinghouse,383
14066,Eliminating Kickbacks,380
14067,the Eliminating Kickbacks in Recovery Act,383
14068,1320a–7b,397
14069,Substance Abuse Prevention,383
14070,the Substance Abuse Prevention Act,383
14071,Office of National Drug Control Policy Reauthorization Act,383
14072,The Office of National Drug Control Policy Reauthorization Act,383
14073,The Office of National Drug Control Policy Reauthorization Act of 2006 (Public Law 109–469The Presidential Appointment Efficiency and Streamlining Act of 2011,383
14074,each of fiscal years 2006,391
14075,"2010$18,400,000",397
14076,21 U.S.C. 170121,394
14077,1712,391
14078,the National Narcotics Leadership Act,383
14079,21 U.S.C. 152121,394
14080,814).The Office of National Drug Control Policy Reauthorization Act of 2006 (Public Law,383
14081,1009,391
14082,1021,391
14083,1035section 1007,391
14084,1997National,397
14085,the Office of National Drug Control Policy Reauthorization Act of 2006 (Public Law,383
14086,"99,000,000",394
14087,more than 8 percent,393
14088,4-fiscal-year,391
14089,the applicable fiscal year,391
14090,less than 125 percent,393
14091,the National Community Anti-Drug Coalition Institute: Section 4 of Public Law,383
14092,Authorization for National Community Antidrug Coalition Institute,383
14093,the National Community Anti-drug,383
14094,Coalition Institute,383
14095,National Community Anti-Drug Coalition Institute,383
14096,1032,391
14097,1706,391
14098,HIDTA,384
14099,1704,391
14100,21 U.S.C. 1706,391
14101,10381,391
14102,carfentanil,380
14103,Sobriety Treatment,383
14104,Sobriety Treatment And Recovery Team,383
14105,START,390
14106,Child Welfare,380
14107,114–239,397
14108,the Veterans Care Financial Protection,383
14109,Committee on the Judiciary,383
14110,drugs;international,383
14111,National Drug Control Program Agency,383
14112,704(c)(4).Interdiction Coordinator,383
14113,711.Emerging,384
14114,Continuing Threats Coordinator,383
14115,709.State,388
14116,Tribal Affairs Coordinator,383
14117,section 704(j).Demand Reduction Coordinator,390
14118,United States Demand Reduction Coordinator,383
14119,21 U.S.C. 1703(b,394
14120,National Drug Control Program Budget: Section 704(c,383
14121,National Drug Control Program,383
14122,section 706,390
14123,1703,391
14124,Model Acts Program,383
14125,"1,250,000",394
14126,United States State,384
14127,later than February 1 of each year,391
14128,later than April 1 of each year,391
14129,National Drug Control Agencies,383
14130,the Office of National Drug Control Policy Reauthorization Act of 2006,383
14131,a United States Emerging and Continuing Threats Coordinator,384
14132,The Emerging Threats Committee,383
14133,the United States;identify,383
14134,National Drug Control Program Agencies,383
14135,Emerging Threat Response Plan,388
14136,the National Drug Control Program Agencies,383
14137,no more than 10 percent,393
14138,National Drug Control Program Agency;experts,383
14139,April 20 of each year,391
14140,the Monitoring the Future Study,383
14141,the Department of Health and Human Services;the National Survey on Drug Use,383
14142,2);local,397
14143,section 4706,390
14144,chapter 43,390
14145,space;policies,383
14146,abuse;all,381
14147,campaign;a,384
14148,the past year,391
14149,1708a,391
14150,1710,391
14151,21 U.S.C. 1710Public,391
14152,GAO Audit,380
14153,National Drug Control Strategy,383
14154,later than April 1,391
14155,Monday,391
14156,February,391
14157,Congress a National Drug Control Strategy,383
14158,the National Drug Control Strategy,383
14159,the National Drug Control Program Agencies;each Coordinator,383
14160,704;the Interdiction Committee,383
14161,the National Drug Control Program,383
14162,anddata,384
14163,National Drug Control Programs,383
14164,The Southwest Border Counternarcotics Strategy,383
14165,The Northern Border Counternarcotics Strategy,383
14166,later than five days,391
14167,the first Monday in,391
14168,the Drug Control Data Dashboard,383
14169,Tribal governments;data,383
14170,Tribal governments;For the calendar,380
14171,the previous three years,391
14172,February of each year,391
14173,later than November 1 of each year,391
14174,the National Drug Control,383
14175,the United States;success,384
14176,the United States;implementation,384
14177,2);a,397
14178,the Performance Measurement System,387
14179,42 U.S.C. 1396b,391
14180,42 U.S.C. 1396d,391
14181,42 U.S.C. 1396a,391
14182,1395w–104(e,397
14183,42 U.S.C. 1395w–112(b,391
14184,"21 U.S.C. 331
 ",393
14185,381,397
14186,822,397
14187,42 U.S.C. 1395w–28,394
14188,42 U.S.C. 1395aaa–1,391
14189,42 U.S.C. 1395ww(b)(3)(B)(viii,391
14190,300u,383
14191,agency;at least two,397
14192,"42 U.S.C. 290dd
							",394
14193,19 U.S.C. 58c(b)(9,394
14194,19 U.S.C. 1436,391
14195,"chapter 11
							",390
14196,21 U.S.C. 1704,391
14197,21 U.S.C. 1705,391
14198,"the Office of National Drug Control Policy Reauthorization
 Act",383
14199,12 U.S.C. 5231(b,394
14200,21 U.S.C. 873,394
14201,1395w–28,397
14202,21 U.S.C. 1708,391
14203,the Puerto Rico,385
14204,Virgin Islands,384
14205,5170bis,394
14206,each National Laboratory,383
14207,the Energy Policy Act,390
14208,"13,000,000,000",394
14209,the Energy Efficiency and Renewable Energy Account,383
14210,"1)—not less than $19,200,000",394
14211,the Energy Efficiency and Conservation Block Grant Program,383
14212,"less than $1,700,000",394
14213,"less than $390,000",394
14214,the Weatherization Assistance Program,383
14215,"950,000",394
14216,"less than $430,000",394
14217,42 U.S.C. 6321,394
14218,"31,600,000",394
14219,the Electricity Delivery and Energy Reliability Account of,383
14220,"6,500,000",394
14221,"the
			 Virgin Islands",384
14222,Grant Amount,380
14223,section 48(a)(5)(E,390
14224,48(c)(1)(B,397
14225,48(c)(2)(B,397
14226,48(c)(3)(B,397
14227,48(a)(5)(D,397
14228,section 48(a)(3)(A,397
14229,section 48(c)(4,391
14230,section 48(c)(2,391
14231,Rico,390
14232,the Virgin Islandsthe United States,383
14233,"September 6, 2017",391
14234,933,397
14235,the Virgin Islandsthe United Statessubsection,383
14236,"11,500,000",394
14237,section 45L(c,390
14238,45L(b)(2)subparagraph,397
14239,the Virgin Islandsthe United Statessubparagraph,384
14240,September 6,391
14241,"30,800,000",394
14242,"30D$7,500$5,000",397
14243,30D,397
14244,30Bany,397
14245,"more than 8,500 pounds",395
14246,30Dany,397
14247,"16,800,000",394
14248,Non-Federal Share: Notwithstanding,383
14249,Administrative Expenses,383
14250,"4,500,000,000",394
14251,"2,122,000,000",394
14252,"424,000,000",394
14253,Transportation for the Public Transportation Emergency Relief Program,383
14254,"600,000,000",394
14255,the Airport Improvement Program,9191306739292312949
14256,Airport Facilities and Equipment: Out,383
14257,the Facilities and Equipment Account,383
14258,Hurricanes Maria,385
14259,section 147,390
14260,the Construction Account of,383
14261,"the Corps of Engineers $3,255,000,000",383
14262,Maintenance Account,380
14263,"the Corps of Engineers $375,000,000",383
14264,Broadband,384
14265,the Rural Electrification Act,390
14266,BroadbandUSA,383
14267,HOME Investment Partnerships,383
14268,"85,000,000",394
14269,42 U.S.C. 5301to,394
14270,Corporación del Proyecto ENLACE del Caño Martín,380
14271,"41,200,000",394
14272,Department of Housing and Urban Development,383
14273,"47,600,000",394
14274,Public Housing Capital Fund:,383
14275,"687,000,000",394
14276,"102,000,000",394
14277,the Emergency Solutions Grant Program,390
14278,Medicare Parity,383
14279,IPPS,383
14280,5)(F)(ii)(I,397
14281,5)(F)(vi,397
14282,such days,391
14283,Section 1886(b)(3,390
14284,fiscal year 2015;any,391
14285,a fiscal year before fiscal year 2015,391
14286,Medicare DSH,383
14287,greater than 40 percent,393
14288,1837(f)(3,397
14289,section 1837(d,390
14290,month,391
14291,1395r,391
14292,section 1837 of,390
14293,7 months,391
14294,section 1838,390
14295,the first day of the second month,391
14296,the effective month,391
14297,1395w–103(n,397
14298,the 50 States,384
14299,1396u–5(e,397
14300,"later than February 1, 2020",391
14301,section 1860D–14,390
14302,a)(3)(F,383
14303,Section 9010,390
14304,26 U.S.C. 4001,391
14305,section 1935(e)(3,390
14306,Exchanges,381
14307,American Health Benefit Exchange,383
14308,42 U.S.C. 18031,391
14309,any plan year,391
14310,section 1312(d)(3)(D,391
14311,the United Statessection,383
14312,section 1324(b)(2,390
14313,Social Services Block,383
14314,1397b,391
14315,Rural Utilities Service,383
14316,the Rural Utilities Service,383
14317,7 U.S.C. 901,394
14318,Rural Energy for America Program,383
14319,the Farm Security,383
14320,the Rural Housing Service,383
14321,Rural Community Facilities Program AccountRural Business—Cooperative Service,383
14322,Rural Business Program AccountRural Utilities Service,383
14323,Rural Water,383
14324,"20,600,000",394
14325,1474,391
14326,"5,150,000",394
14327,"18,044,000",394
14328,Watershed and Flood Prevention Operations16 U.S.C.,383
14329,Section 196(k)(2,390
14330,orthe United States Virgin Islands,384
14331,Participation of Puerto Rico,383
14332,7 U.S.C. 2012,391
14333,7 U.S.C. 2014,391
14334,section 19,390
14335,7 U.S.C. 2028,391
14336,Transition of Puerto Rico,383
14337,Family Market Program,383
14338,the Family Market Program,383
14339,countyPuerto Rico,384
14340,2018by,392
14341,declarationa,380
14342,"625,000",394
14343,Section 2501,390
14344,the Agricultural Credit Act,383
14345,"16 U.S.C. 2203
 ",393
14346,"June 28, 1938",391
14347,701b–1,397
14348,"the National School
 Lunch Act",383
14349,115–31,397
14350,1786(h)(10,397
14351,"Hurricane
 Irma",383
14352,Department of Education Funding,383
14353,"the fiscal year ending September 30, 2018",391
14354,"810,000,000",394
14355,2015–2016 school year,391
14356,"September 7, 2017",391
14357,"September 20, 2017",391
14358,794provide,397
14359,20 U.S.C. 7801includes,394
14360,1124,391
14361,1124A,391
14362,1125,391
14363,1125A,391
14364,section 1111(g)(2)(M,390
14365,11431,391
14366,"September 5, 2017",391
14367,"September 16, 2017",391
14368,"7,500",394
14369,1431,391
14370,517,397
14371,518,397
14372,516,397
14373,"August 1, 2018",391
14374,"5, 2017",391
14375,"orSeptember 16, 2017",391
14376,2(a)(2,397
14377,the Higher Education Relief Opportunities for Students Act,383
14378,Trio,384
14379,section 479A(a,390
14380,1087tt(a,397
14381,482(c,397
14382,437,397
14383,20 U.S.C. 1232,391
14384,section 428(b)(1)(M,390
14385,455(f)(1,397
14386,455(f)(2,397
14387,Covered Federal,383
14388,section 538,390
14389,15 to 17,391
14390,committees20 U.S.C.,9191306739292312949
14391,the 12 consecutive months,391
14392,the freshman year,391
14393,2013;begins,397
14394,1401a,391
14395,658P,386
14396,Worker Protections,383
14397,"the fiscal year ending September 30, 2018:",391
14398,Training and Employment Services29 U.S.C.,383
14399,3225(b)(1,397
14400,"up to $3,500,000",394
14401,Hurricanes Irma,385
14402,years beginning after 2016,391
14403,the Puerto Rico Oversight,383
14404,"later than July 11, 2018",391
14405,52 weeks,391
14406,Section 903 of,390
14407,86,397
14408,1484,391
14409,Section 1614(a)(1)(B,390
14410,the Supplemental Security Income Program,390
14411,CDFI Fund,383
14412,Community Development Fund:,383
14413,the Community Development Fund,383
14414,"48,000,000,000",394
14415,42 U.S.C. 5301Secretary42,394
14416,the Disaster Loans Program Account,383
14417,"2,730,729,378",394
14418,section 7(b,390
14419,years beginning after 2017,391
14420,"August 31, 2017",391
14421,the period beginning,391
14422,National Park Service Historic Preservation Fund,383
14423,the Historic Preservation Fund,383
14424,the National Park Service,383
14425,"2,130,000",394
14426,the Environmental Programs and Management Account,383
14427,"1,100,000",394
14428,Hazardous Substance Superfund: Out,383
14429,the Hazardous Substance Superfund,383
14430,Leaking Underground Storage Tank Fund:,383
14431,the Leaking Underground Storage Tank Trust Fund,383
14432,"7,054,000",394
14433,the Environmental Restoration,390
14434,"the Department of Defense $6,335,000",383
14435,"the Department of Defense $333,677,000",383
14436,Air Force,383
14437,"the Department of Defense $1,408,000",383
14438,"the Department of Defense $161,028,000",383
14439,Department of Defense Base Closure Account,383
14440,the Department of Defense Base Closure Account,383
14441,the Defense Base Closure and Realignment Act,390
14442,2687,391
14443,"the Department of Defense $6,406,000",383
14444,the Virgin Islands Fund,384
14445,the Additional Recovery Assistance for Puerto Rico,390
14446,the Construction Account,383
14447,Engineers,383
14448,later than 8 months,391
14449,HMGP,383
14450,322,397
14451,Advance Assistance,380
14452,Hazard Mitigation,383
14453,5184,391
14454,section 417,390
14455,section 207.5(c,390
14456,"5174$75,000$25,000",397
14457,"42 U.S.C. 5122
 ",393
14458,Corps of Engineers,383
14459,United States Virgin Islands Hurricane Damage Restoration Account,383
14460,section 1013,390
14461,Reauthorization of Cures Funding,383
14462,"the Tribal Training and Technical Assistance Center of the
			 Substance Abuse",383
14463,"the Centers for
			 Disease Control
			 ",383
14464,Drug Administration,383
14465,the U.S. Customs,383
14466,"Border
			 Protection",383
14467,"Homeland
			 Security",383
14468,"United
			 States Postal Service",384
14469,"the Food
			 and",383
14470,"the Department of Homeland
			 Security",383
14471,United States Postal Service,383
14472,"the
			 Federal Food, Drug",383
14473,"the Controlled Substances Act
			 ",390
14474,"the Tariff Act
			 ",390
14475,"the Public
			 Health Service Act",383
14476,290ee–1,397
14477,"21
			 U.S.C.",394
14478,the number of,391
14479,Expanding Capacity,383
14480,114–270,397
14481,needs;ensuring,384
14482,recruit,383
14483,Federal and State law;withdrawal,383
14484,1395x(mm)(1,397
14485,1886(d)(12)(C)(i,397
14486,1395ww(d)(12)(C)(i,397
14487,section 1886(d)(5)(D)(iii,391
14488,"the
			 Centers for Disease Control",383
14489,"fiscal
			 years 2019",391
14490,"85
 percent",393
14491,"fiscal
 years 2019",391
14492,National Peer-Run Training and Technical Assistance Center,383
14493,VIII,383
14494,section 1406(a,390
14495,"21 U.S.C.
			 ",394
14496,823(g)(2)(B)(iii,397
14497,Substance Abuse,383
14498,"the Office of Inspector
			 General",383
14499,"20 U.S.C.
			 ",394
14500,42 U.S.C. 1396,391
14501,"42
			 ",394
14502,1395x));an,397
14503,"25
			 ",394
14504,the Native Hawaiian Health Care,383
14505,42 U.S.C. 11711,394
14506,methods;data,384
14507,"the Workforce
			 Innovation",383
14508,"the Center for Behavioral Health Statistics and Quality of the Substance Abuse and Mental
			 Health Services",383
14509,paragraph,384
14510,Higher,380
14511,"29
			 ",394
14512,3171,391
14513,plans;career,383
14514,"andjob
			 ",383
14515,29 U.S.C. 3141,391
14516,"29 U.S.C.
			 ",394
14517,3172(a)(2)(A,397
14518,a covered fiscal year,391
14519,"that fiscal
			 year",391
14520,3181(c,392
14521,"each
			 of fiscal years 2019",391
14522,"the Bureau of Labor
			 Statistics",383
14523,the Substance Abuse,383
14524,"the
			 Housing and Community Development Act",383
14525,the Committee on Banking,383
14526,"the Committee on Financial
			 Services",383
14527,"the Bureau of
			 Indian Education",383
14528,juvenile justice agencies,383
14529,the Committee on Health,383
14530,"the Committee on Energy
			 ",383
14531,"the previous
			 year",391
14532,42 U.S.C. 711,394
14533,"the
			 Public Health Service Act",383
14534,42 U.S.C. 621,394
14535,"20
			 U.S.C.",394
14536,perinatal,384
14537,"the Food and Drug
			 Administration",383
14538,"the
			 Committee on Education",383
14539,"the
			 National Center on Substance Abuse",383
14540,106(b)(2)(B,397
14541,"the
			 Scholarship Program",383
14542,"less than 50
			 percent",393
14543,"42
			 U.S.C.
			 ",394
14544,254l–1,397
14545,later than 60  days,391
14546,"the Department of Health and Human
			 Services",383
14547,"16,900,000",394
14548,"the
			 Committee on Health, Education",383
14549,280b–1,397
14550,392A,380
14551,"the
			 Comprehensive Addiction and Recovery Act",383
14552,the Youth Risk Behavior Surveillance,383
14553,21st Century Cures,391
14554,42 U.S.C. 247b–13,394
14555,"the Interagency Task Force on Trauma-Informed
			 Care",390
14556,"The National Center for Education Evaluation and Regional
			 Assistance of",383
14557,"the Department of
			 Education",383
14558,Human Services,383
14559,Indian Education,383
14560,43 U.S.C. 1602,391
14561,"46,887,000",394
14562,"House of
			 Representatives",383
14563,the Helping to End Addiction and Lessen Substance Use Disorders Act,9191306739292312949
14564,"the National Council for Prescription Drug
			 ",383
14565,1860D–23(a)(5,397
14566,"the National Council for
			 Prescription Drug Programs",383
14567,"PDP
			 ",383
14568,4.7.1,391
14569,"the Department of
			 Health and Human Services",383
14570,"National Provider
			 Identifiers",383
14571,section 1861(aa)(5)).A,390
14572,section 1128G,390
14573,"42 U.S.C.
			 ",394
14574,Title XVIII,388
14575,1866E,391
14576,the Substance Abuse and Mental Health Services,383
14577,the Center for Medicare & Medicaid Services Program Management Account,383
14578,"the Federal Supplementary Medical Insurance
			 Trust Fund",383
14579,1861(ii));clinical,397
14580,Medicare Improvement Fund:,383
14581,1898(b)(1,397
14582,1395iii(b)(1,397
14583,0fiscal year 2024,391
14584,section 1902(a)(84,390
14585,"the
			 Committee on Energy and Commerce",383
14586,"the
			 Social Security Act",383
14587,CHIP Payment,383
14588,Access Commission,383
14589,Virgin,384
14590,1396u–2(a)(1)(B,397
14591,the Transformed Medicaid Statistical Information,383
14592,the Medicaid Statistical Information,383
14593,"the
			 District of Columbia",384
14594,Northern,383
14595,section 2207,391
14596,"42
			 U.S.C.",394
14597,1396b(m)(8,397
14598,"Health and Human
			 Services",383
14599,42 U.S.C. 1315,391
14600,Federal Medicaid,383
14601,the Family First Prevention Services,383
14602,674(a)(1,397
14603,50711(a)(2,397
14604,Public Law 115–123,390
14605,671(e)(4)(C,397
14606,"the Family First Prevention
			 Services Act",383
14607,471(e)(4)(C,397
